fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.0,0.00996,0.00982,0.95662,0.0005,3.04363,0.78781,7.15773,0.49038,1.58059,0.01441,0.70023,0.4105,0.0,0.10336,0.4928,0.0,0.0,0.0,0.51334,0.0,0.96556,0.0,0.0
0.0,0.00983,0.00864,0.98,0.00051,2.98863,0.68549,7.26056,0.47769,1.42681,0.01706,0.78198,0.25112,0.0,0.1,0.55974,0.0,0.0,0.0,0.58888,0.0,0.82892,0.0,0.0
0.0,0.01,0.00896,0.937,0.00049,2.67664,0.79786,7.96949,0.44567,1.69301,0.01624,0.87831,0.44897,0.0,0.09592,0.5,0.0,0.0,0.0,0.47555,0.0,0.88121,0.0,0.0
0.0,0.00973,0.01187,0.90428,0.00037,3.0,0.6893,8.13804,0.44261,1.23831,0.01495,0.65348,0.43763,0.0,0.09715,0.55113,0.0,0.0,0.0,0.49171,0.0,0.60819,0.0,0.0
0.0,0.00951,0.01076,0.98,0.00044,3.19532,0.67112,7.38886,0.42303,1.55775,0.01702,0.70983,0.30469,0.0,0.10749,0.62228,0.0,0.0,0.0,0.56077,0.0,1.0,0.0,0.0
0.0,0.01116,0.0132,0.92274,0.00036,2.96218,0.6974,7.77594,0.42928,1.1837,0.01609,0.62266,0.41086,0.0,0.09343,0.62032,0.0,0.0,0.0,0.48525,0.0,0.64623,0.0,0.0
0.0,0.01151,0.00982,0.94716,0.00042,3.04363,0.64367,7.45538,0.49038,1.49157,0.01432,0.53032,0.41668,0.0,0.13545,0.45749,0.0,0.0,0.0,0.50229,0.0,1.0,0.0,0.0
0.0,0.00988,0.01,0.93091,0.0005,2.86454,0.7932,7.42658,0.5056,1.52642,0.01473,0.70857,0.39828,0.0,0.1012,0.51475,0.0,0.0,0.0,0.49576,0.0,1.0,0.0,0.0
0.0,0.00673,0.01253,0.90428,0.00036,3.71629,0.95,5.73359,0.49218,1.48946,0.01778,0.61371,0.43763,0.0,0.09597,0.51739,0.0,0.0,0.0,0.49171,0.0,0.60819,0.0,0.0
0.0,0.0132,0.00963,0.95526,0.00042,3.21117,0.69769,7.20325,0.46383,1.33951,0.01301,0.51786,0.42143,0.0,0.12706,0.44134,0.0,0.0,0.0,0.50229,0.0,0.98948,0.0,0.0
0.0,0.00999,0.01007,0.93091,0.00049,2.88894,0.78774,7.42658,0.49744,1.52642,0.01528,0.70857,0.39828,0.0,0.1012,0.53534,0.0,0.0,0.0,0.48494,0.0,0.97244,0.0,0.0
0.0,0.01,0.00991,0.89015,0.00044,2.4942,0.78363,7.99764,0.54726,1.66848,0.01511,0.7,0.38425,0.0,0.10453,0.59173,0.0,0.0,0.0,0.5073,0.0,0.99653,0.0,0.0
0.0,0.01263,0.00878,0.9752,0.00036,2.80764,0.71335,7.45538,0.47564,1.38978,0.01401,0.59729,0.43288,0.0,0.14562,0.5032,0.0,0.0,0.0,0.50229,0.0,0.9005,0.0,0.0
0.0,0.00941,0.00926,0.92981,0.00046,2.88894,0.87812,9.32023,0.55371,1.78113,0.01528,0.70857,0.4339,0.0,0.10497,0.55381,0.0,0.0,0.0,0.66966,0.0,0.98878,0.0,0.0
0.0,0.00996,0.01002,0.93062,0.00049,2.88159,0.78774,7.42658,0.49816,1.52373,0.01521,0.70557,0.39856,0.0,0.1012,0.53732,0.0,0.0,0.0,0.4866,0.0,0.98008,0.0,0.0
0.0,0.01418,0.0107,0.95526,0.00046,3.30419,0.63955,7.25066,0.45076,1.01319,0.01369,0.51786,0.38555,0.0,0.16293,0.44134,0.0,0.0,0.0,0.55921,0.0,0.98948,0.0,0.0
0.0,0.01117,0.01138,0.92985,0.00051,2.95688,0.87341,7.42658,0.49702,1.47963,0.01528,0.80742,0.39481,0.0,0.11307,0.53534,0.0,0.0,0.0,0.49003,0.0,0.9651,0.0,0.0
0.0,0.00917,0.01052,0.87059,0.00046,2.58189,0.72439,7.07667,0.55641,1.66848,0.0155,0.78989,0.38425,0.0,0.11566,0.61355,0.0,0.0,0.0,0.46284,0.0,0.97237,0.0,0.0
0.0,0.01418,0.0107,0.98,0.00046,3.71456,0.63328,7.98069,0.50896,1.01319,0.01236,0.5054,0.51336,0.0,0.18357,0.44134,0.0,0.0,0.0,0.47233,0.0,0.92576,0.0,0.0
0.0,0.00942,0.0088,0.93199,0.00049,3.05922,0.87812,9.54414,0.54313,1.87573,0.01561,0.72256,0.4339,0.0,0.10818,0.53896,0.0,0.0,0.0,0.62866,0.0,0.98878,0.0,0.0
0.0,0.01001,0.00912,0.95542,0.00053,3.12843,0.81775,7.50006,0.5,1.47667,0.015,0.68382,0.40903,0.0,0.10884,0.5,0.0,0.0,0.0,0.51352,0.0,1.0,0.0,0.0
0.0,0.01048,0.00939,0.92423,0.00051,2.99897,0.8,7.45618,0.5,1.5,0.01535,0.73765,0.36819,0.0,0.09727,0.5,0.0,0.0,0.0,0.49198,0.0,1.0,0.0,0.0
0.0,0.01109,0.00976,0.93091,0.0005,2.86454,0.69302,6.21647,0.56604,1.53177,0.01473,0.71496,0.38816,0.0,0.10189,0.48552,0.0,0.0,0.0,0.43056,0.0,1.0,0.0,0.0
0.0,0.01007,0.01,0.93796,0.0005,3.00862,0.79973,7.45343,0.49915,1.5051,0.01502,0.69878,0.39944,0.0,0.10004,0.50143,0.0,0.0,0.0,0.49944,0.0,0.99869,0.0,0.0
0.0,0.01123,0.00813,0.96638,0.0005,2.73139,0.8,8.71695,0.541,1.14301,0.01352,0.57918,0.46421,0.0,0.09554,0.6131,0.0,0.0,0.0,0.5,0.0,0.99753,0.0,0.0
0.0,0.00973,0.00934,0.91355,0.00048,3.35931,0.84828,7.38274,0.62053,1.53559,0.01552,0.85443,0.40223,0.0,0.0957,0.53356,0.0,0.0,0.0,0.45282,0.0,0.90008,0.0,0.0
0.0,0.00671,0.01253,0.89583,0.00036,3.7202,0.95,4.05283,0.46187,1.50657,0.01758,0.62697,0.59685,0.0,0.08114,0.47228,0.0,0.0,0.0,0.51461,0.0,0.612,0.0,0.0
0.0,0.01143,0.01157,0.98,0.00044,2.52797,0.71893,7.5,0.5075,1.5,0.0141,0.64589,0.47175,0.0,0.10093,0.5,0.0,0.0,0.0,0.41432,0.0,1.0,0.0,0.0
0.0,0.00938,0.00956,0.89015,0.00047,2.4942,0.78363,8.3321,0.55955,1.63898,0.01536,0.72897,0.3609,0.0,0.10718,0.59482,0.0,0.0,0.0,0.48247,0.0,0.9988,0.0,0.0
0.0,0.0099,0.01052,0.92406,0.00049,2.88894,0.69774,7.42658,0.44643,1.53336,0.01661,0.71037,0.39828,0.0,0.09927,0.56868,0.0,0.0,0.0,0.48494,0.0,1.0,0.0,0.0
0.0,0.0104,0.00973,0.94406,0.00049,3.26433,0.78774,7.42658,0.54792,1.52642,0.01554,0.73607,0.40558,0.0,0.09769,0.62456,0.0,0.0,0.0,0.48494,0.0,0.99827,0.0,0.0
0.0,0.0094,0.00928,0.92929,0.00046,2.83552,0.87789,9.26216,0.55673,1.77622,0.01514,0.71062,0.43273,0.0,0.10325,0.55381,0.0,0.0,0.0,0.66714,0.0,0.98878,0.0,0.0
0.0,0.00953,0.01,0.9168,0.00047,3.21711,0.83444,7.14035,0.49833,1.59877,0.01519,0.70446,0.40741,0.0,0.10416,0.50739,0.0,0.0,0.0,0.47096,0.0,0.95904,0.0,0.0
0.0,0.01263,0.01011,0.98,0.00039,2.32156,0.71916,7.45538,0.50215,1.38978,0.01401,0.73579,0.41749,0.0,0.17759,0.43198,0.0,0.0,0.0,0.50229,0.0,1.0,0.0,0.0
0.0,0.01264,0.00877,0.97583,0.00036,2.81077,0.71242,7.46229,0.47564,1.38659,0.01403,0.59729,0.433,0.0,0.14562,0.50371,0.0,0.0,0.0,0.50194,0.0,0.90148,0.0,0.0
0.0,0.01462,0.01114,0.96183,0.00046,3.18227,0.66794,6.59044,0.44452,1.01319,0.01439,0.54952,0.3731,0.0,0.1662,0.41771,0.0,0.0,0.0,0.55542,0.0,0.98948,0.0,0.0
0.0,0.00941,0.00847,0.90007,0.00037,2.88894,0.95,9.59296,0.5309,1.45062,0.01483,0.61959,0.43952,0.0,0.09201,0.5271,0.0,0.0,0.0,0.69748,0.0,0.78547,0.0,0.0
0.0,0.01655,0.01204,0.95526,0.0005,3.37425,0.70728,7.6799,0.45472,1.04858,0.01361,0.55567,0.44341,0.0,0.15729,0.44134,0.0,0.0,0.0,0.53726,0.0,0.98948,0.0,0.0
0.0,0.01197,0.0116,0.92017,0.00051,2.89132,0.9011,7.88257,0.49718,1.44994,0.01608,0.7577,0.40525,0.0,0.11019,0.50729,0.0,0.0,0.0,0.49003,0.0,0.9651,0.0,0.0
0.0,0.00936,0.01114,0.87592,0.00044,2.50755,0.72439,7.07667,0.55641,1.62394,0.01554,0.78989,0.39478,0.0,0.11522,0.60741,0.0,0.0,0.0,0.46284,0.0,0.98761,0.0,0.0
0.0,0.01117,0.01138,0.92985,0.00051,2.94785,0.87034,7.43272,0.49702,1.47963,0.01533,0.81151,0.39534,0.0,0.11326,0.53467,0.0,0.0,0.0,0.49003,0.0,0.96674,0.0,0.0
0.0,0.00912,0.012,0.95943,0.00044,3.0,0.8736,7.98241,0.50103,1.23607,0.01734,0.73788,0.39792,0.0,0.12213,0.53304,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0
0.0,0.00952,0.00829,0.92764,0.00048,3.18491,0.84542,9.54414,0.51865,1.84582,0.01446,0.74891,0.4339,0.0,0.10911,0.53886,0.0,0.0,0.0,0.60081,0.0,0.98878,0.0,0.0
0.0,0.01133,0.01136,0.92957,0.00051,2.92835,0.87042,7.30284,0.49702,1.46678,0.01533,0.81015,0.39379,0.0,0.11534,0.54531,0.0,0.0,0.0,0.48046,0.0,0.98575,0.0,0.0
0.0,0.01117,0.01023,0.97015,0.00053,3.16366,0.81775,6.51343,0.5,1.72829,0.015,0.82268,0.43413,0.0,0.1111,0.50774,0.0,0.0,0.0,0.42622,0.0,0.6741,0.0,0.0
0.0,0.0139,0.0107,0.98,0.00034,3.53859,0.6671,5.96855,0.57985,0.79332,0.01236,0.2167,0.51336,0.0,0.09791,0.40773,0.0,0.0,0.0,0.48562,0.0,1.0,0.0,0.0
0.0,0.00919,0.01018,0.93849,0.00047,3.26517,0.8901,5.21921,0.38526,1.54574,0.01465,0.72234,0.52135,0.0,0.08079,0.5,0.0,0.0,0.0,0.5,0.0,0.88561,0.0,0.0
0.0,0.01048,0.00922,0.94455,0.00057,2.99897,0.77833,6.80638,0.49671,1.53529,0.01357,0.78704,0.36819,0.0,0.0939,0.45765,0.0,0.0,0.0,0.52499,0.0,1.0,0.0,0.0
0.0,0.01038,0.00899,0.92515,0.0005,2.96896,0.79859,7.5,0.49053,1.5,0.015,0.69594,0.35996,0.0,0.09944,0.50324,0.0,0.0,0.0,0.46918,0.0,1.0,0.0,0.0
0.0,0.01125,0.01038,0.92961,0.00046,2.86454,0.75519,6.25257,0.5558,1.38995,0.01411,0.79243,0.34619,0.0,0.09979,0.46245,0.0,0.0,0.0,0.40872,0.0,0.90841,0.0,0.0
0.0,0.01005,0.00895,0.95452,0.00053,3.11819,0.81697,7.50006,0.50513,1.47421,0.01499,0.68639,0.40623,0.0,0.10853,0.5,0.0,0.0,0.0,0.51079,0.0,1.0,0.0,0.0
0.0,0.00903,0.00721,0.95542,0.00053,3.33283,0.63353,8.29122,0.31666,1.47667,0.01732,0.63942,0.49365,0.0,0.10884,0.48861,0.0,0.0,0.0,0.51352,0.0,0.68557,0.0,0.0
0.0,0.0108,0.01026,0.92217,0.0005,3.0423,0.77953,7.65476,0.5312,1.4352,0.01491,0.71009,0.41728,0.0,0.09494,0.50143,0.0,0.0,0.0,0.48231,0.0,1.0,0.0,0.0
0.0,0.01074,0.00939,0.92423,0.00051,3.13441,0.83434,7.27747,0.5,1.57324,0.01583,0.75808,0.35378,0.0,0.09727,0.48578,0.0,0.0,0.0,0.45796,0.0,1.0,0.0,0.0
0.0,0.01192,0.0096,0.98,0.00046,3.36747,0.9395,7.45343,0.5298,1.11801,0.01502,0.69878,0.39932,0.0,0.10553,0.45595,0.0,0.0,0.0,0.44599,0.0,1.0,0.0,0.0
0.0,0.01202,0.0063,0.96589,0.00052,2.82081,0.78347,8.71695,0.541,1.37727,0.01607,0.57918,0.561,0.0,0.08734,0.39868,0.0,0.0,0.0,0.54613,0.0,0.99753,0.0,0.0
0.0,0.01123,0.00665,0.89686,0.00046,2.45152,0.8,8.71695,0.8504,1.14301,0.01286,0.74059,0.45534,0.0,0.06548,0.58857,0.0,0.0,0.0,0.56274,0.0,0.99753,0.0,0.0
0.0,0.01121,0.00825,0.98,0.00036,3.17598,0.77124,8.17884,0.46793,1.26055,0.01336,0.55985,0.42905,0.0,0.14892,0.53336,0.0,0.0,0.0,0.50194,0.0,1.0,0.0,0.0
0.0,0.0143,0.01174,0.97231,0.00046,3.22247,0.64122,6.38952,0.4403,1.0779,0.01439,0.55999,0.38308,0.0,0.15944,0.42435,0.0,0.0,0.0,0.56671,0.0,0.97137,0.0,0.0
0.0,0.01264,0.00877,0.9726,0.00036,2.78751,0.70806,7.46229,0.47838,1.39624,0.01403,0.59463,0.43127,0.0,0.14571,0.50491,0.0,0.0,0.0,0.49905,0.0,0.89895,0.0,0.0
0.0,0.01197,0.01085,0.90302,0.00046,1.65069,0.9011,6.70842,0.46553,1.02731,0.01608,0.68698,0.42944,0.0,0.11019,0.49656,0.0,0.0,0.0,0.46576,0.0,0.99799,0.0,0.0
0.0,0.00938,0.00843,0.8997,0.00037,2.88894,0.95,9.59296,0.52682,1.44551,0.01492,0.62589,0.4362,0.0,0.09206,0.51926,0.0,0.0,0.0,0.70757,0.0,0.78547,0.0,0.0
0.0,0.01199,0.01133,0.92139,0.0005,2.84969,0.9011,7.81296,0.49718,1.44994,0.0163,0.77281,0.40525,0.0,0.11341,0.5117,0.0,0.0,0.0,0.47548,0.0,0.95654,0.0,0.0
0.0,0.01979,0.01204,0.95526,0.00044,2.67903,0.81689,7.6799,0.41335,1.45548,0.01263,0.51149,0.46787,0.0,0.15729,0.39484,0.0,0.0,0.0,0.43494,0.0,0.61076,0.0,0.0
0.0,0.00912,0.01248,0.95943,0.00039,3.04235,0.86184,7.31769,0.54237,1.22005,0.01734,0.68534,0.42887,0.0,0.12213,0.61092,0.0,0.0,0.0,0.4931,0.0,1.0,0.0,0.0
0.0,0.00803,0.00993,0.89273,0.00045,3.2694,0.77857,9.54414,0.53614,1.7973,0.01492,0.63854,0.44869,0.0,0.10892,0.48452,0.0,0.0,0.0,0.60081,0.0,0.98878,0.0,0.0
0.0,0.00952,0.00829,0.77975,0.00048,2.88933,0.90929,9.54414,0.5159,2.31097,0.01508,0.74891,0.54997,0.0,0.08616,0.53886,0.0,0.0,0.0,0.60081,0.0,0.90251,0.0,0.0
0.0,0.00857,0.01132,0.96305,0.00045,2.90982,0.83025,7.85996,0.48555,1.23607,0.01666,0.84145,0.42752,0.0,0.12457,0.53304,0.0,0.0,0.0,0.46287,0.0,1.0,0.0,0.0
0.0,0.01175,0.00818,0.96642,0.00056,3.18491,0.84542,8.90185,0.59306,1.65778,0.01446,0.57496,0.4339,0.0,0.10051,0.53886,0.0,0.0,0.0,0.35427,0.0,0.98878,0.0,0.0
0.0,0.01572,0.0107,0.98,0.00035,3.12121,0.77861,6.17704,0.73299,0.75515,0.01232,0.2481,0.50193,0.0,0.06981,0.3829,0.0,0.0,0.0,0.34468,0.0,0.90044,0.0,0.0
0.0,0.0111,0.01277,0.91584,0.00048,2.62012,0.88375,6.68922,0.5693,1.46678,0.0146,0.79694,0.3516,0.0,0.10946,0.42711,0.0,0.0,0.0,0.45166,0.0,0.98575,0.0,0.0
0.0,0.01111,0.012,0.86977,0.0005,3.94253,0.74402,7.5,0.57865,1.49688,0.01354,0.66326,0.4424,0.0,0.1,0.61809,0.0,0.0,0.0,0.5,0.0,0.96438,0.0,0.0
0.0,0.01138,0.01023,0.94127,0.00053,3.15139,0.91677,6.51722,0.52278,1.76899,0.01381,0.82268,0.42968,0.0,0.10671,0.50327,0.0,0.0,0.0,0.42873,0.0,0.68339,0.0,0.0
0.0,0.01336,0.01164,0.98,0.00032,3.51784,0.71319,5.88517,0.57959,0.79332,0.01163,0.23042,0.51336,0.0,0.09791,0.41406,0.0,0.0,0.0,0.48562,0.0,0.99161,0.0,0.0
0.0,0.01125,0.00814,0.92961,0.00047,2.86454,0.70066,7.24798,0.48296,1.38995,0.01328,0.87024,0.39667,0.0,0.10206,0.51086,0.0,0.0,0.0,0.45899,0.0,1.0,0.0,0.0
0.0,0.00919,0.01018,0.93442,0.00047,3.37247,0.9082,5.29399,0.39058,1.55953,0.01465,0.72367,0.52557,0.0,0.08079,0.5,0.0,0.0,0.0,0.50811,0.0,0.89829,0.0,0.0
0.0,0.00797,0.01182,0.9338,0.00054,3.0,0.67497,8.53017,0.49306,1.48451,0.01722,0.64038,0.34288,0.0,0.10088,0.62135,0.0,0.0,0.0,0.6029,0.0,0.96642,0.0,0.0
0.0,0.0106,0.01038,0.91501,0.00046,2.86454,0.75665,6.58818,0.55079,1.29341,0.01438,0.75234,0.35423,0.0,0.09969,0.44727,0.0,0.0,0.0,0.3733,0.0,0.90675,0.0,0.0
0.0,0.0108,0.01016,0.92413,0.0005,3.04105,0.77938,7.6873,0.52876,1.41253,0.01492,0.71048,0.41873,0.0,0.09645,0.50898,0.0,0.0,0.0,0.47897,0.0,1.0,0.0,0.0
0.0,0.0088,0.00742,0.95689,0.00053,3.23853,0.63775,8.05026,0.29969,1.47667,0.01781,0.6367,0.50414,0.0,0.1105,0.51394,0.0,0.0,0.0,0.51352,0.0,0.66731,0.0,0.0
0.0,0.01037,0.00721,0.96863,0.00057,3.00732,0.56942,7.12484,0.32239,1.44842,0.01761,0.68622,0.53684,0.0,0.11657,0.48861,0.0,0.0,0.0,0.50084,0.0,0.62437,0.0,0.0
0.0,0.00903,0.00614,0.96203,0.00053,3.22212,0.6189,8.29122,0.3336,1.40256,0.01673,0.63942,0.4662,0.0,0.10917,0.48861,0.0,0.0,0.0,0.59275,0.0,0.74928,0.0,0.0
0.0,0.01192,0.0107,0.96701,0.00046,3.51975,0.9395,6.00919,0.5355,1.11801,0.00936,0.58551,0.33299,0.0,0.13213,0.47781,0.0,0.0,0.0,0.44003,0.0,0.67719,0.0,0.0
0.0,0.01045,0.00855,0.98,0.0005,2.79807,0.8,8.09702,0.55846,1.92511,0.01357,0.45676,0.44743,0.0,0.0743,0.41291,0.0,0.0,0.0,0.594,0.0,0.83095,0.0,0.0
0.0,0.01022,0.01157,0.88976,0.00047,3.0381,0.95,7.5,0.55473,1.5,0.017,0.7,0.34579,0.0,0.1,0.29945,0.0,0.0,0.0,0.5,0.0,0.87465,0.0,0.0
0.0,0.00867,0.01009,0.93008,0.00048,3.1577,0.78269,7.50353,0.48698,1.34748,0.015,0.61866,0.47201,0.0,0.09377,0.45673,0.0,0.0,0.0,0.44289,0.0,1.0,0.0,0.0
